Pair	ROI	Y
P16	17Networks_RH_SomMotA_1	-0.5140
P17	17Networks_RH_SomMotA_1	-0.0924
P18	17Networks_RH_SomMotA_1	0.5312
P19	17Networks_RH_SomMotA_1	1.2127
P20	17Networks_RH_SomMotA_1	-0.1696
P21	17Networks_RH_SomMotA_1	-0.7397
P22	17Networks_RH_SomMotA_1	-0.6245
P23	17Networks_RH_SomMotA_1	-1.3285
P24	17Networks_RH_SomMotA_1	-1.2859
P25	17Networks_RH_SomMotA_1	-1.4302
P26	17Networks_RH_SomMotA_1	-0.2012
P27	17Networks_RH_SomMotA_1	0.8007
P28	17Networks_RH_SomMotA_1	0.6137
P29	17Networks_RH_SomMotA_1	-0.5757
P30	17Networks_RH_SomMotA_1	-0.6687
P31	17Networks_RH_SomMotA_1	0.4906
P32	17Networks_RH_SomMotA_1	-0.3689
P33	17Networks_RH_SomMotA_1	-1.3827
P34	17Networks_RH_SomMotA_1	0.1097
P35	17Networks_RH_SomMotA_1	-0.3284
P36	17Networks_RH_SomMotA_1	-0.9649
P37	17Networks_RH_SomMotA_1	-0.2777
P38	17Networks_RH_SomMotA_1	0.7840
P39	17Networks_RH_SomMotA_1	-0.8878
P40	17Networks_RH_SomMotA_1	-1.3644
P41	17Networks_RH_SomMotA_1	-0.6501
P42	17Networks_RH_SomMotA_1	0.3669
P43	17Networks_RH_SomMotA_1	-0.4197
P44	17Networks_RH_SomMotA_1	-0.3123
P45	17Networks_RH_SomMotA_1	-0.8994
P46	17Networks_RH_SomMotA_1	-0.6060
P47	17Networks_RH_SomMotA_1	-0.3785
P48	17Networks_RH_SomMotA_1	-0.2210
P49	17Networks_RH_SomMotA_1	-0.4839
P50	17Networks_RH_SomMotA_1	0.2345
P51	17Networks_RH_SomMotA_1	-0.3850
P52	17Networks_RH_SomMotA_1	-0.1563
P53	17Networks_RH_SomMotA_1	0.6055
P54	17Networks_RH_SomMotA_1	-1.1023
P55	17Networks_RH_SomMotA_1	-0.5197
P56	17Networks_RH_SomMotA_1	-1.4750
P57	17Networks_RH_SomMotA_1	0.3013
P58	17Networks_RH_SomMotA_1	1.2941
P59	17Networks_RH_SomMotA_1	-0.5921
P60	17Networks_RH_SomMotA_1	-1.5576
P00	17Networks_RH_SomMotA_2	0.4652
P01	17Networks_RH_SomMotA_2	-0.0623
P02	17Networks_RH_SomMotA_2	0.2014
P03	17Networks_RH_SomMotA_2	-0.4601
P04	17Networks_RH_SomMotA_2	0.0672
P05	17Networks_RH_SomMotA_2	0.0808
P06	17Networks_RH_SomMotA_2	-0.4542
P07	17Networks_RH_SomMotA_2	0.1638
P08	17Networks_RH_SomMotA_2	-0.4579
P09	17Networks_RH_SomMotA_2	0.2520
P10	17Networks_RH_SomMotA_2	-0.1130
P11	17Networks_RH_SomMotA_2	-0.2325
P12	17Networks_RH_SomMotA_2	-0.0763
P13	17Networks_RH_SomMotA_2	-0.0781
P14	17Networks_RH_SomMotA_2	-0.0022
P15	17Networks_RH_SomMotA_2	-0.0304
P16	17Networks_RH_SomMotA_2	-0.2403
P17	17Networks_RH_SomMotA_2	-0.0163
P18	17Networks_RH_SomMotA_2	-0.0311
P19	17Networks_RH_SomMotA_2	0.1535
P20	17Networks_RH_SomMotA_2	0.1873
P21	17Networks_RH_SomMotA_2	-0.4760
P22	17Networks_RH_SomMotA_2	0.0756
P23	17Networks_RH_SomMotA_2	-0.4937
P24	17Networks_RH_SomMotA_2	-0.8089
P25	17Networks_RH_SomMotA_2	-0.0516
P26	17Networks_RH_SomMotA_2	0.5390
P27	17Networks_RH_SomMotA_2	0.5042
P28	17Networks_RH_SomMotA_2	0.3586
P29	17Networks_RH_SomMotA_2	-0.3643
P30	17Networks_RH_SomMotA_2	-0.4531
P31	17Networks_RH_SomMotA_2	0.2674
P32	17Networks_RH_SomMotA_2	-0.1099
P33	17Networks_RH_SomMotA_2	-1.3985
P34	17Networks_RH_SomMotA_2	0.9266
P35	17Networks_RH_SomMotA_2	0.0537
P36	17Networks_RH_SomMotA_2	-0.5744
P37	17Networks_RH_SomMotA_2	0.0065
P38	17Networks_RH_SomMotA_2	0.3695
P39	17Networks_RH_SomMotA_2	-0.4418
P40	17Networks_RH_SomMotA_2	-0.1876
P41	17Networks_RH_SomMotA_2	-0.2943
P42	17Networks_RH_SomMotA_2	0.1583
P43	17Networks_RH_SomMotA_2	0.5424
P44	17Networks_RH_SomMotA_2	0.2749
P45	17Networks_RH_SomMotA_2	-0.1556
P46	17Networks_RH_SomMotA_2	-0.0094
P47	17Networks_RH_SomMotA_2	-0.4804
P48	17Networks_RH_SomMotA_2	-0.0037
P49	17Networks_RH_SomMotA_2	-0.3258
P50	17Networks_RH_SomMotA_2	0.1258
P51	17Networks_RH_SomMotA_2	-0.6413
P52	17Networks_RH_SomMotA_2	-0.2595
P53	17Networks_RH_SomMotA_2	0.9580
P54	17Networks_RH_SomMotA_2	0.2519
P55	17Networks_RH_SomMotA_2	0.4755
P56	17Networks_RH_SomMotA_2	0.0268
P57	17Networks_RH_SomMotA_2	-0.0377
P58	17Networks_RH_SomMotA_2	0.6978
P59	17Networks_RH_SomMotA_2	-0.0079
P60	17Networks_RH_SomMotA_2	-1.0251
P00	17Networks_RH_SomMotA_3	-0.2232
P01	17Networks_RH_SomMotA_3	-0.2878
P02	17Networks_RH_SomMotA_3	-0.2379
P03	17Networks_RH_SomMotA_3	0.3782
P04	17Networks_RH_SomMotA_3	-0.7348
P05	17Networks_RH_SomMotA_3	-0.5580
P06	17Networks_RH_SomMotA_3	-0.2629
P07	17Networks_RH_SomMotA_3	0.1708
P08	17Networks_RH_SomMotA_3	0.0980
P09	17Networks_RH_SomMotA_3	0.1611
P10	17Networks_RH_SomMotA_3	-0.7192
P11	17Networks_RH_SomMotA_3	-0.5465
P12	17Networks_RH_SomMotA_3	-0.0005
P13	17Networks_RH_SomMotA_3	-0.3092
P14	17Networks_RH_SomMotA_3	0.4715
P15	17Networks_RH_SomMotA_3	0.7240
P16	17Networks_RH_SomMotA_3	0.4094
P17	17Networks_RH_SomMotA_3	-0.0539
P18	17Networks_RH_SomMotA_3	-0.0576
P19	17Networks_RH_SomMotA_3	0.6395
P20	17Networks_RH_SomMotA_3	0.4744
P21	17Networks_RH_SomMotA_3	-0.5916
P22	17Networks_RH_SomMotA_3	0.0267
P23	17Networks_RH_SomMotA_3	-0.1946
P24	17Networks_RH_SomMotA_3	-0.9306
P25	17Networks_RH_SomMotA_3	0.9193
P26	17Networks_RH_SomMotA_3	-0.0523
P27	17Networks_RH_SomMotA_3	0.1853
P28	17Networks_RH_SomMotA_3	-0.0650
P29	17Networks_RH_SomMotA_3	-0.3539
P30	17Networks_RH_SomMotA_3	-0.1919
P31	17Networks_RH_SomMotA_3	0.6903
P32	17Networks_RH_SomMotA_3	0.2186
P33	17Networks_RH_SomMotA_3	-1.9800
P34	17Networks_RH_SomMotA_3	0.1212
P35	17Networks_RH_SomMotA_3	1.0450
P36	17Networks_RH_SomMotA_3	-0.5918
P37	17Networks_RH_SomMotA_3	-0.5295
P38	17Networks_RH_SomMotA_3	0.5988
P39	17Networks_RH_SomMotA_3	-0.0578
P40	17Networks_RH_SomMotA_3	0.5079
P41	17Networks_RH_SomMotA_3	-0.4316
P42	17Networks_RH_SomMotA_3	0.6821
P43	17Networks_RH_SomMotA_3	0.8653
P44	17Networks_RH_SomMotA_3	-0.8405
P45	17Networks_RH_SomMotA_3	-0.3882
P46	17Networks_RH_SomMotA_3	-1.0001
P47	17Networks_RH_SomMotA_3	-0.6816
P48	17Networks_RH_SomMotA_3	-0.2602
P49	17Networks_RH_SomMotA_3	0.1920
P50	17Networks_RH_SomMotA_3	0.4193
P51	17Networks_RH_SomMotA_3	-0.5301
P52	17Networks_RH_SomMotA_3	0.0220
P53	17Networks_RH_SomMotA_3	0.5557
P54	17Networks_RH_SomMotA_3	0.2393
P55	17Networks_RH_SomMotA_3	-0.1081
P56	17Networks_RH_SomMotA_3	0.5337
P57	17Networks_RH_SomMotA_3	0.0283
P58	17Networks_RH_SomMotA_3	0.8036
P59	17Networks_RH_SomMotA_3	0.0583
P60	17Networks_RH_SomMotA_3	0.1588
P00	17Networks_RH_SomMotA_4	0.8650
P01	17Networks_RH_SomMotA_4	0.0727
P02	17Networks_RH_SomMotA_4	0.1497
P03	17Networks_RH_SomMotA_4	-0.6545
P04	17Networks_RH_SomMotA_4	0.1653
P05	17Networks_RH_SomMotA_4	0.3770
P06	17Networks_RH_SomMotA_4	-0.5628
P07	17Networks_RH_SomMotA_4	-0.6554
P08	17Networks_RH_SomMotA_4	0.3227
P09	17Networks_RH_SomMotA_4	0.2135
P10	17Networks_RH_SomMotA_4	-0.2154
P11	17Networks_RH_SomMotA_4	-0.2520
P12	17Networks_RH_SomMotA_4	-0.0715
P13	17Networks_RH_SomMotA_4	-0.0161
P14	17Networks_RH_SomMotA_4	-0.8810
P15	17Networks_RH_SomMotA_4	0.3878
P16	17Networks_RH_SomMotA_4	-0.5907
P17	17Networks_RH_SomMotA_4	-0.0269
P18	17Networks_RH_SomMotA_4	-0.7236
P19	17Networks_RH_SomMotA_4	0.4732
P20	17Networks_RH_SomMotA_4	0.5129
P21	17Networks_RH_SomMotA_4	-0.7374
P22	17Networks_RH_SomMotA_4	0.2518
P23	17Networks_RH_SomMotA_4	-0.6752
P24	17Networks_RH_SomMotA_4	-1.0318
P25	17Networks_RH_SomMotA_4	0.2374
P26	17Networks_RH_SomMotA_4	-0.0222
P27	17Networks_RH_SomMotA_4	0.1183
P28	17Networks_RH_SomMotA_4	0.4361
P29	17Networks_RH_SomMotA_4	-0.1885
P30	17Networks_RH_SomMotA_4	0.1544
P31	17Networks_RH_SomMotA_4	0.2107
P32	17Networks_RH_SomMotA_4	-0.2871
P33	17Networks_RH_SomMotA_4	-0.9068
P34	17Networks_RH_SomMotA_4	-0.0733
P35	17Networks_RH_SomMotA_4	0.4027
P36	17Networks_RH_SomMotA_4	-0.4263
P37	17Networks_RH_SomMotA_4	0.0714
P38	17Networks_RH_SomMotA_4	-0.1211
P39	17Networks_RH_SomMotA_4	-0.2929
P40	17Networks_RH_SomMotA_4	-0.3866
P41	17Networks_RH_SomMotA_4	0.1467
P42	17Networks_RH_SomMotA_4	0.3876
P43	17Networks_RH_SomMotA_4	0.0408
P44	17Networks_RH_SomMotA_4	0.4677
P45	17Networks_RH_SomMotA_4	-0.1826
P46	17Networks_RH_SomMotA_4	-0.1837
P47	17Networks_RH_SomMotA_4	-0.4625
P48	17Networks_RH_SomMotA_4	0.3067
P49	17Networks_RH_SomMotA_4	-0.1777
P50	17Networks_RH_SomMotA_4	0.2115
P51	17Networks_RH_SomMotA_4	-0.1899
P52	17Networks_RH_SomMotA_4	0.4784
P53	17Networks_RH_SomMotA_4	1.7511
P54	17Networks_RH_SomMotA_4	-0.1977
P55	17Networks_RH_SomMotA_4	-0.3352
P56	17Networks_RH_SomMotA_4	-0.1358
P57	17Networks_RH_SomMotA_4	0.1501
P58	17Networks_RH_SomMotA_4	0.2026
P59	17Networks_RH_SomMotA_4	-0.3148
P60	17Networks_RH_SomMotA_4	-0.3083
P00	17Networks_RH_SomMotA_5	0.5588
P01	17Networks_RH_SomMotA_5	0.0798
P02	17Networks_RH_SomMotA_5	-1.1373
P03	17Networks_RH_SomMotA_5	-0.6321
P04	17Networks_RH_SomMotA_5	0.1047
P05	17Networks_RH_SomMotA_5	0.1268
P06	17Networks_RH_SomMotA_5	-0.1883
P07	17Networks_RH_SomMotA_5	0.2367
P08	17Networks_RH_SomMotA_5	0.6531
P09	17Networks_RH_SomMotA_5	-0.0357
P10	17Networks_RH_SomMotA_5	-0.2570
P11	17Networks_RH_SomMotA_5	-0.1930
P12	17Networks_RH_SomMotA_5	0.0570
P13	17Networks_RH_SomMotA_5	-1.0057
P14	17Networks_RH_SomMotA_5	0.2544
P15	17Networks_RH_SomMotA_5	1.9008
P16	17Networks_RH_SomMotA_5	-0.6713
P17	17Networks_RH_SomMotA_5	0.7964
P18	17Networks_RH_SomMotA_5	-0.4507
P19	17Networks_RH_SomMotA_5	0.4152
P20	17Networks_RH_SomMotA_5	0.6656
P21	17Networks_RH_SomMotA_5	-0.8588
P22	17Networks_RH_SomMotA_5	-0.1804
P23	17Networks_RH_SomMotA_5	-1.3727
P24	17Networks_RH_SomMotA_5	-0.6819
P25	17Networks_RH_SomMotA_5	-0.5457
P26	17Networks_RH_SomMotA_5	-0.0156
P27	17Networks_RH_SomMotA_5	1.0834
P28	17Networks_RH_SomMotA_5	1.2238
P29	17Networks_RH_SomMotA_5	-0.1491
P30	17Networks_RH_SomMotA_5	-1.1317
P31	17Networks_RH_SomMotA_5	0.6157
P32	17Networks_RH_SomMotA_5	-0.0813
P33	17Networks_RH_SomMotA_5	-1.3576
P34	17Networks_RH_SomMotA_5	-0.3547
P35	17Networks_RH_SomMotA_5	0.8830
P36	17Networks_RH_SomMotA_5	0.5602
P37	17Networks_RH_SomMotA_5	-1.6068
P38	17Networks_RH_SomMotA_5	-0.3318
P39	17Networks_RH_SomMotA_5	-0.3676
P40	17Networks_RH_SomMotA_5	-0.2541
P41	17Networks_RH_SomMotA_5	-0.0774
P42	17Networks_RH_SomMotA_5	0.7503
P43	17Networks_RH_SomMotA_5	0.5055
P44	17Networks_RH_SomMotA_5	0.2885
P45	17Networks_RH_SomMotA_5	-0.3165
P46	17Networks_RH_SomMotA_5	-1.3053
P47	17Networks_RH_SomMotA_5	-0.4600
P48	17Networks_RH_SomMotA_5	0.1676
P49	17Networks_RH_SomMotA_5	0.2866
P50	17Networks_RH_SomMotA_5	0.4710
P51	17Networks_RH_SomMotA_5	-0.0965
P52	17Networks_RH_SomMotA_5	0.4876
P53	17Networks_RH_SomMotA_5	1.5823
P54	17Networks_RH_SomMotA_5	-0.6679
P55	17Networks_RH_SomMotA_5	-2.0383
P56	17Networks_RH_SomMotA_5	1.3633
P57	17Networks_RH_SomMotA_5	1.0519
P58	17Networks_RH_SomMotA_5	1.1056
P59	17Networks_RH_SomMotA_5	-1.1771
P60	17Networks_RH_SomMotA_5	-0.5779
P00	17Networks_RH_SomMotA_6	0.7360
P01	17Networks_RH_SomMotA_6	-0.8887
P02	17Networks_RH_SomMotA_6	-0.1709
P03	17Networks_RH_SomMotA_6	-0.5746
P04	17Networks_RH_SomMotA_6	-0.1546
P05	17Networks_RH_SomMotA_6	-0.2975
P06	17Networks_RH_SomMotA_6	-0.2536
P07	17Networks_RH_SomMotA_6	0.0570
P08	17Networks_RH_SomMotA_6	0.2439
P09	17Networks_RH_SomMotA_6	-0.4532
P10	17Networks_RH_SomMotA_6	-0.0530
P11	17Networks_RH_SomMotA_6	0.0855
P12	17Networks_RH_SomMotA_6	-0.2758
P13	17Networks_RH_SomMotA_6	-0.7853
P14	17Networks_RH_SomMotA_6	1.0893
P15	17Networks_RH_SomMotA_6	1.8485
P16	17Networks_RH_SomMotA_6	0.2243
P17	17Networks_RH_SomMotA_6	-0.3772
P18	17Networks_RH_SomMotA_6	-0.4851
P19	17Networks_RH_SomMotA_6	0.3925
P20	17Networks_RH_SomMotA_6	0.3123
P21	17Networks_RH_SomMotA_6	0.1725
P22	17Networks_RH_SomMotA_6	-0.3891
P23	17Networks_RH_SomMotA_6	-1.7232
P24	17Networks_RH_SomMotA_6	-1.0505
P25	17Networks_RH_SomMotA_6	0.1168
P26	17Networks_RH_SomMotA_6	-0.5027
P27	17Networks_RH_SomMotA_6	-0.1008
P28	17Networks_RH_SomMotA_6	-0.3616
P29	17Networks_RH_SomMotA_6	0.3732
P30	17Networks_RH_SomMotA_6	-0.7240
P31	17Networks_RH_SomMotA_6	0.0986
P32	17Networks_RH_SomMotA_6	0.1524
P33	17Networks_RH_SomMotA_6	-1.1340
P34	17Networks_RH_SomMotA_6	0.3742
P35	17Networks_RH_SomMotA_6	0.3711
P36	17Networks_RH_SomMotA_6	0.6824
P37	17Networks_RH_SomMotA_6	-0.0739
P38	17Networks_RH_SomMotA_6	0.0155
P39	17Networks_RH_SomMotA_6	0.0174
P40	17Networks_RH_SomMotA_6	-0.5410
P41	17Networks_RH_SomMotA_6	-0.3673
P42	17Networks_RH_SomMotA_6	0.5527
P43	17Networks_RH_SomMotA_6	0.4705
P44	17Networks_RH_SomMotA_6	0.9487
P45	17Networks_RH_SomMotA_6	-0.3138
P46	17Networks_RH_SomMotA_6	-0.9808
P47	17Networks_RH_SomMotA_6	-0.5873
P48	17Networks_RH_SomMotA_6	0.3174
P49	17Networks_RH_SomMotA_6	-0.0642
P50	17Networks_RH_SomMotA_6	0.2073
P51	17Networks_RH_SomMotA_6	-0.4620
P52	17Networks_RH_SomMotA_6	0.3798
P53	17Networks_RH_SomMotA_6	0.2272
P54	17Networks_RH_SomMotA_6	0.0068
P55	17Networks_RH_SomMotA_6	-0.7164
P56	17Networks_RH_SomMotA_6	0.3941
P57	17Networks_RH_SomMotA_6	-0.2024
P58	17Networks_RH_SomMotA_6	0.0434
P59	17Networks_RH_SomMotA_6	-0.3840
P60	17Networks_RH_SomMotA_6	0.5003
P00	17Networks_RH_SomMotA_7	0.4827
P01	17Networks_RH_SomMotA_7	0.0402
P02	17Networks_RH_SomMotA_7	-1.7708
P03	17Networks_RH_SomMotA_7	-1.1778
P04	17Networks_RH_SomMotA_7	0.4703
P05	17Networks_RH_SomMotA_7	-0.0880
P06	17Networks_RH_SomMotA_7	-0.2767
P07	17Networks_RH_SomMotA_7	-0.3804
P08	17Networks_RH_SomMotA_7	0.7464
P09	17Networks_RH_SomMotA_7	-0.2363
P10	17Networks_RH_SomMotA_7	-0.8405
P11	17Networks_RH_SomMotA_7	-0.4106
P12	17Networks_RH_SomMotA_7	-0.2762
P13	17Networks_RH_SomMotA_7	-0.7016
P14	17Networks_RH_SomMotA_7	0.1666
P15	17Networks_RH_SomMotA_7	1.2097
P16	17Networks_RH_SomMotA_7	0.4579
P17	17Networks_RH_SomMotA_7	1.2020
P18	17Networks_RH_SomMotA_7	0.2013
P19	17Networks_RH_SomMotA_7	0.8762
P20	17Networks_RH_SomMotA_7	1.6717
P21	17Networks_RH_SomMotA_7	-0.5545
P22	17Networks_RH_SomMotA_7	-0.3548
P23	17Networks_RH_SomMotA_7	-0.7410
P24	17Networks_RH_SomMotA_7	-2.3274
P25	17Networks_RH_SomMotA_7	-0.3380
P26	17Networks_RH_SomMotA_7	0.0768
P27	17Networks_RH_SomMotA_7	0.6032
P28	17Networks_RH_SomMotA_7	1.2245
P29	17Networks_RH_SomMotA_7	0.0802
P30	17Networks_RH_SomMotA_7	0.8570
P31	17Networks_RH_SomMotA_7	0.4163
P32	17Networks_RH_SomMotA_7	-0.0956
P33	17Networks_RH_SomMotA_7	-1.7562
P34	17Networks_RH_SomMotA_7	1.1436
P35	17Networks_RH_SomMotA_7	-0.1239
P36	17Networks_RH_SomMotA_7	0.0395
P37	17Networks_RH_SomMotA_7	0.0770
P38	17Networks_RH_SomMotA_7	0.5890
P39	17Networks_RH_SomMotA_7	-0.2853
P40	17Networks_RH_SomMotA_7	-0.6864
P41	17Networks_RH_SomMotA_7	0.0737
P42	17Networks_RH_SomMotA_7	0.1978
P43	17Networks_RH_SomMotA_7	0.1735
P44	17Networks_RH_SomMotA_7	0.5787
P45	17Networks_RH_SomMotA_7	-0.4987
P46	17Networks_RH_SomMotA_7	-1.0251
P47	17Networks_RH_SomMotA_7	-1.0231
P48	17Networks_RH_SomMotA_7	0.1574
P49	17Networks_RH_SomMotA_7	-0.1169
P50	17Networks_RH_SomMotA_7	0.1102
P51	17Networks_RH_SomMotA_7	-0.7582
P52	17Networks_RH_SomMotA_7	0.4366
P53	17Networks_RH_SomMotA_7	1.1197
P54	17Networks_RH_SomMotA_7	-0.6722
P55	17Networks_RH_SomMotA_7	-1.2117
P56	17Networks_RH_SomMotA_7	0.9276
P57	17Networks_RH_SomMotA_7	-0.1008
P58	17Networks_RH_SomMotA_7	1.0097
P59	17Networks_RH_SomMotA_7	-0.2750
P60	17Networks_RH_SomMotA_7	-0.5285
P00	17Networks_RH_SomMotA_8	1.9920
P01	17Networks_RH_SomMotA_8	-0.1870
P02	17Networks_RH_SomMotA_8	-0.6699
P03	17Networks_RH_SomMotA_8	-1.8492
P04	17Networks_RH_SomMotA_8	-1.0277
P05	17Networks_RH_SomMotA_8	-0.0155
P06	17Networks_RH_SomMotA_8	0.0039
P07	17Networks_RH_SomMotA_8	-0.0400
P08	17Networks_RH_SomMotA_8	-0.1303
P09	17Networks_RH_SomMotA_8	0.1121
P10	17Networks_RH_SomMotA_8	-0.3710
P11	17Networks_RH_SomMotA_8	-0.3549
P12	17Networks_RH_SomMotA_8	-0.0620
P13	17Networks_RH_SomMotA_8	-0.5310
P14	17Networks_RH_SomMotA_8	-0.1683
P15	17Networks_RH_SomMotA_8	-0.2910
P16	17Networks_RH_SomMotA_8	0.3361
P17	17Networks_RH_SomMotA_8	0.3757
P18	17Networks_RH_SomMotA_8	-0.3025
P19	17Networks_RH_SomMotA_8	0.2840
P20	17Networks_RH_SomMotA_8	0.7496
P21	17Networks_RH_SomMotA_8	-0.0947
P22	17Networks_RH_SomMotA_8	0.0115
P23	17Networks_RH_SomMotA_8	-0.9832
P24	17Networks_RH_SomMotA_8	-0.5114
P25	17Networks_RH_SomMotA_8	-0.1967
P26	17Networks_RH_SomMotA_8	0.0679
P27	17Networks_RH_SomMotA_8	0.1762
P28	17Networks_RH_SomMotA_8	1.1363
P29	17Networks_RH_SomMotA_8	-0.0723
P30	17Networks_RH_SomMotA_8	-0.5282
P31	17Networks_RH_SomMotA_8	-0.0046
P32	17Networks_RH_SomMotA_8	0.2090
P33	17Networks_RH_SomMotA_8	-0.6001
P34	17Networks_RH_SomMotA_8	0.4550
P35	17Networks_RH_SomMotA_8	0.1057
P36	17Networks_RH_SomMotA_8	0.2106
P37	17Networks_RH_SomMotA_8	-0.0256
P38	17Networks_RH_SomMotA_8	-0.3658
P39	17Networks_RH_SomMotA_8	0.1614
P40	17Networks_RH_SomMotA_8	-0.2539
P41	17Networks_RH_SomMotA_8	-0.3043
P42	17Networks_RH_SomMotA_8	0.3670
P43	17Networks_RH_SomMotA_8	0.7118
P44	17Networks_RH_SomMotA_8	-0.1124
P45	17Networks_RH_SomMotA_8	-0.5852
P46	17Networks_RH_SomMotA_8	0.3095
P47	17Networks_RH_SomMotA_8	-0.2287
P48	17Networks_RH_SomMotA_8	0.4191
P49	17Networks_RH_SomMotA_8	-0.2056
P50	17Networks_RH_SomMotA_8	0.4321
P51	17Networks_RH_SomMotA_8	-0.3191
P52	17Networks_RH_SomMotA_8	0.4164
P53	17Networks_RH_SomMotA_8	3.1848
P54	17Networks_RH_SomMotA_8	0.2035
P55	17Networks_RH_SomMotA_8	0.3899
P56	17Networks_RH_SomMotA_8	0.2257
P57	17Networks_RH_SomMotA_8	0.0691
P58	17Networks_RH_SomMotA_8	-0.0137
P59	17Networks_RH_SomMotA_8	-0.3104
P60	17Networks_RH_SomMotA_8	-0.2544
P00	17Networks_RH_SomMotA_9	1.7317
P01	17Networks_RH_SomMotA_9	1.2179
P02	17Networks_RH_SomMotA_9	-0.3778
P03	17Networks_RH_SomMotA_9	-0.9592
P04	17Networks_RH_SomMotA_9	-0.3188
P05	17Networks_RH_SomMotA_9	0.4801
P06	17Networks_RH_SomMotA_9	-0.5535
P07	17Networks_RH_SomMotA_9	-0.2716
P08	17Networks_RH_SomMotA_9	0.3323
P09	17Networks_RH_SomMotA_9	0.3633
P10	17Networks_RH_SomMotA_9	-0.7685
P11	17Networks_RH_SomMotA_9	-0.2135
P12	17Networks_RH_SomMotA_9	0.0986
P13	17Networks_RH_SomMotA_9	0.2589
P14	17Networks_RH_SomMotA_9	0.0421
P15	17Networks_RH_SomMotA_9	0.2960
P16	17Networks_RH_SomMotA_9	-0.5774
P17	17Networks_RH_SomMotA_9	-0.3526
P18	17Networks_RH_SomMotA_9	-0.7880
P19	17Networks_RH_SomMotA_9	0.5395
P20	17Networks_RH_SomMotA_9	1.4654
P21	17Networks_RH_SomMotA_9	-0.1322
P22	17Networks_RH_SomMotA_9	0.1834
P23	17Networks_RH_SomMotA_9	-1.3226
P24	17Networks_RH_SomMotA_9	-0.4311
P25	17Networks_RH_SomMotA_9	-0.5426
P26	17Networks_RH_SomMotA_9	-0.2862
P27	17Networks_RH_SomMotA_9	0.4651
P28	17Networks_RH_SomMotA_9	1.2497
P29	17Networks_RH_SomMotA_9	-0.2829
P30	17Networks_RH_SomMotA_9	-0.9380
P31	17Networks_RH_SomMotA_9	0.2059
P32	17Networks_RH_SomMotA_9	-0.0979
P33	17Networks_RH_SomMotA_9	-0.9999
P34	17Networks_RH_SomMotA_9	-0.5116
P35	17Networks_RH_SomMotA_9	0.5129
P36	17Networks_RH_SomMotA_9	0.1239
P37	17Networks_RH_SomMotA_9	-0.3888
P38	17Networks_RH_SomMotA_9	-0.6535
P39	17Networks_RH_SomMotA_9	-0.6048
P40	17Networks_RH_SomMotA_9	-0.3531
P41	17Networks_RH_SomMotA_9	0.0969
P42	17Networks_RH_SomMotA_9	0.6699
P43	17Networks_RH_SomMotA_9	-0.0035
P44	17Networks_RH_SomMotA_9	0.1946
P45	17Networks_RH_SomMotA_9	-1.1476
P46	17Networks_RH_SomMotA_9	-1.0945
P47	17Networks_RH_SomMotA_9	-0.4534
P48	17Networks_RH_SomMotA_9	0.1968
P49	17Networks_RH_SomMotA_9	-0.4468
P50	17Networks_RH_SomMotA_9	0.6657
P51	17Networks_RH_SomMotA_9	-0.4667
P52	17Networks_RH_SomMotA_9	0.5896
P53	17Networks_RH_SomMotA_9	0.4409
P54	17Networks_RH_SomMotA_9	-0.0367
P55	17Networks_RH_SomMotA_9	-0.3572
P56	17Networks_RH_SomMotA_9	0.3554
P57	17Networks_RH_SomMotA_9	-0.0545
P58	17Networks_RH_SomMotA_9	0.3909
P59	17Networks_RH_SomMotA_9	-0.9685
P60	17Networks_RH_SomMotA_9	-0.8276
P00	17Networks_RH_SomMotA_10	1.2395
P01	17Networks_RH_SomMotA_10	0.3495
P02	17Networks_RH_SomMotA_10	-0.6917
P03	17Networks_RH_SomMotA_10	-0.3190
P04	17Networks_RH_SomMotA_10	-0.3628
P05	17Networks_RH_SomMotA_10	0.5034
P06	17Networks_RH_SomMotA_10	-0.2714
P07	17Networks_RH_SomMotA_10	-0.4812
P08	17Networks_RH_SomMotA_10	-0.0816
P09	17Networks_RH_SomMotA_10	-0.0291
P10	17Networks_RH_SomMotA_10	0.4049
P11	17Networks_RH_SomMotA_10	-0.4882
P12	17Networks_RH_SomMotA_10	-0.2234
P13	17Networks_RH_SomMotA_10	-0.7586
P14	17Networks_RH_SomMotA_10	0.4414
P15	17Networks_RH_SomMotA_10	0.0156
P16	17Networks_RH_SomMotA_10	-1.4487
P17	17Networks_RH_SomMotA_10	0.7997
P18	17Networks_RH_SomMotA_10	-1.0413
P19	17Networks_RH_SomMotA_10	0.3745
P20	17Networks_RH_SomMotA_10	0.2539
P21	17Networks_RH_SomMotA_10	-0.4964
P22	17Networks_RH_SomMotA_10	-0.7875
P23	17Networks_RH_SomMotA_10	-1.1568
P24	17Networks_RH_SomMotA_10	-0.6786
P25	17Networks_RH_SomMotA_10	-1.1610
P26	17Networks_RH_SomMotA_10	-0.7306
P27	17Networks_RH_SomMotA_10	-0.8956
P28	17Networks_RH_SomMotA_10	2.5978
P29	17Networks_RH_SomMotA_10	0.0743
P30	17Networks_RH_SomMotA_10	-0.7956
P31	17Networks_RH_SomMotA_10	0.2166
P32	17Networks_RH_SomMotA_10	-0.0240
P33	17Networks_RH_SomMotA_10	-0.7603
P34	17Networks_RH_SomMotA_10	-1.2356
P35	17Networks_RH_SomMotA_10	0.8408
